b6510450003,VONZFaQK7Yn6twgwYkW3Iu9bhaGddDgP+MAWrX2ntNY=,ณัฐพล พิริยะคุณ,6510450003,default-profile-image.png,วิทยาศาสตร์,ฟิสิกส์,16/09/2024 15:48:19,นันทนา วงศ์สุข,3,natthaphon@ku.th,student
b6410450003,qxreZMv7Gp7LkkZU0bAuR/1QDFqqtg1fYAdtwgC5duM=,วรรณวิสา มหิศวร,6410450003,default-profile-image.png,วิทยาศาสตร์,ฟิสิกส์,15/08/2024 14:49:52,นันทนา วงศ์สุข,4,wannawisa@ku.th,student
b6710450004,B4o5tltKh8bZcN8fXjImlL5rcHANX4NsVarMjuVCUtM=,อรพินท์ จิตตพร,6710450004,default-profile-image.png,วิทยาศาสตร์,ฟิสิกส์,04/10/2024 13:51:10,นันทนา วงศ์สุข,1,orapin@ku.th,student
b6610450004,upCgsbtJkinjXHMVgaddRZIBktfWDpm7/J3Ts2V+tk8=,ณิชกานต์ อนุรักษ์,6610450004,default-profile-image.png,วิทยาศาสตร์,ฟิสิกส์,20/09/2024 10:52:43,นันทนา วงศ์สุข,2,nichakarn@ku.th,student
b6510450004,ngXBvoyGoIQRmHlIZ0OSEqSMOPct/CyO4aKPJmXJ77U=,วิทยา รุ่งเรือง,6510450004,default-profile-image.png,วิทยาศาสตร์,ฟิสิกส์,22/08/2024 18:54:26,นันทนา วงศ์สุข,3,wittaya@ku.th,student
b6410450004,WQoy7rO5C8HLsmribiipKaFGPeou1ppIHHldd0RNXWU=,พัชริดา จิตรวรรณ,6410450004,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,23/10/2024 19:55:43,จิรายุทธ์ พงศ์วิทย์,4,patcharida@ku.th,student
b6710450005,BvXIfzrxkLSRLOjkUFmMPRrsPBWY1eTkjySjM4EETVo=,ชลธิศา วงศ์พานิช,6710450005,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,24/10/2024 20:56:34,จิรายุทธ์ พงศ์วิทย์,1,chonthisa@ku.th,student
b6610450005,SBf3fCVA8zSlNgZpKZUruGaM2vVI9rycEOUAtLq7bkc=,อรรถพล จันทร์เจริญ,6610450005,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,25/09/2024 21:58:16,จิรายุทธ์ พงศ์วิทย์,2,atthaphon@ku.th,student
b6510450005,oXyUcPUbGS0bMTsc/mUhr8vZWwKyBBVtFwlhefTGc2s=,สาริณี รัตนากร,6510450005,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,26/08/2024 11:05:33,จิรายุทธ์ พงศ์วิทย์,3,sarinee@ku.th,student
b6410450005,DWZaGOIcqSimXXTTRaKTtyG0+Go26Z1bVTSaRwFlNcU=,ศรัณย์ พงษ์ศรี,6410450005,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,27/10/2024 10:10:13,จิรายุทธ์ พงศ์วิทย์,4,saran@ku.th,student
b6710450006,rS+nnjRfbI2+tHlYXSwppyFd8LU9Ioi7ytzUIG5iAAY=,ปวีณา จิตรนพรัตน์,6710450006,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,28/09/2024 09:11:13,วัชระ พงษ์อนันต์,1,paveena@ku.th,student
b6610450006,kc7opriGwpTZHSrhlghd39/9a0eIcfGQnu9BSXjt04k=,ธีรภัทร จิตรมงคล,6610450006,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,29/08/2024 08:12:24,วัชระ พงษ์อนันต์,2,teerapat@ku.th,student
b6510450006,zhcIQNkU7ZqNMamA9fpp9hlS/k7iu9HHYwArzekTL/o=,วรัญญา ศรีสวัสดิ์,6510450006,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,30/10/2024 23:13:54,วัชระ พงษ์อนันต์,3,waranya@ku.th,student
b6410450006,aoY0oHeMhVjAACJSk+53ZeH1wcBm5scQ8dfWt0ikJ5g=,สุรศักดิ์ เกียรติอนันต์,6410450006,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,01/09/2024 22:16:47,วัชระ พงษ์อนันต์,4,surasak@ku.th,student
b6710450007,XYh/09EDo3mwQl5Gwd6KFto5e/yXGA+i/yTJrdb4O5g=,พิมลรัตน์ วรโชติ,6710450007,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,02/08/2024 14:22:08,วัชระ พงษ์อนันต์,1,pimonrat@ku.th,student
b6610450007,FdrRv5sS/U/J16IM56RtiEWyikswPegUdhaK95NuNb4=,ชลธิชา ศรีวัฒน์,6610450007,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,03/09/2024 15:23:17,ณภัทร จิตสุวรรณ,2,chonthicha@ku.th,student
b6510450007,ItajQxfMELZ1aQcsjeliMKfMHFmjhz7EEocYgheJznA=,นรินทร์พร วงศ์ปรีชา,6510450007,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,04/10/2024 16:24:01,ณภัทร จิตสุวรรณ,3,narinporn@ku.th,student
b6410450007,PeiACsePGRhwqeKktI/txBexYdmPmlTaLtnmICrxTr0=,วิศรุต ศิริสวัสดิ์,6410450007,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,05/09/2024 17:26:57,ณภัทร จิตสุวรรณ,4,wisarut@ku.th,student
b6710450008,rF0bhgGDHrMesTJ1mrCiLemhR8mfab1imrbZzNLX5xg=,อมรรัตน์ วงษ์วิจิตร,6710450008,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,06/08/2024 18:28:28,ณภัทร จิตสุวรรณ,1,amornrat@ku.th,student
b6610450008,d+xGKSLsMH2XwY0JFusT721bNTrzv6oiQ0be7VzOpIE=,ณัฐกิตติ์ พันธ์ทอง,6610450008,default-profile-image.png,วิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,07/09/2024 19:29:47,ณภัทร จิตสุวรรณ,2,natthakit@ku.th,student
b6510450008,vhmXU/SSY88S/USEyKv7DJmxApPqzlSBDOtPrCVXAog=,พัชรินทร์ วิทยากร,6510450008,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,08/10/2024 10:32:12,อรอนงค์ สุทธิเกียรติ,3,patcharin@ku.th,student
b6410450008,3OWW/XI7sDvwB7T/ysOFW4CflIyu/fb3j52pHBIZdeY=,ปรียาภรณ์ กาญจนสิทธิ์,6410450008,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,09/10/2024 11:33:51,อรอนงค์ สุทธิเกียรติ,4,priyaporn@ku.th,student
b6710450009,xeFeTFHwlDms07snpNa4dbexGq9tbPVnPOAfbK64jCk=,ณัฐนันท์ จิตสกุล,6710450009,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,10/10/2024 07:11:38,อรอนงค์ สุทธิเกียรติ,1,natthanun@ku.th,student
b6610450009,hHEm7W1sqRKqNMnF3Iqcv2QLNrITjtHNiCCZgQca8Is=,วีระศักดิ์ ทองสวัสดิ์,6610450009,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,11/07/2024 11:37:21,อรอนงค์ สุทธิเกียรติ,2,wirasak@ku.th,student
b6510450009,DiItjSnk0425r5oPBvuwP8ZvR6Pbl//WdnpqKxOvxRA=,ธันยธร จันทร์พานิช,6510450009,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,12/08/2024 12:38:46,อรอนงค์ สุทธิเกียรติ,3,thanyatorn@ku.th,student
b6410450009,zQ8A5LXp8y3oNTirHQh5/FiYgCE6aM+zRJKe2AZiySo=,สุกัญญา รัตนบุตร,6410450009,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,13/09/2024 12:40:03,ศศิธร พัฒนวานิชย์,4,sukanya@ku.th,student
b6710450010,sHr8fdYH7t9QDM18rm6UnZHc9nxDBWAh4gqHqhZbbxo=,วุฒิชัย พงศ์จิตร์,6710450010,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,14/10/2024 21:43:36,ศศิธร พัฒนวานิชย์,1,wutthichai@ku.th,student
b6610450010,AiRNt5mDtcJRVUIs67FRHzyF6aTVSi3EKbVFTF9NiWc=,ปาริชาติ วงษ์มณี,6610450010,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,15/07/2024 13:45:19,ศศิธร พัฒนวานิชย์,2,parichat@ku.th,student
b6510450010,fB9fCqOXITecISGPWCkLjEUnmyMuUvQuwYyguCIjT28=,เอกชัย จันทรศรี,6510450010,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,16/09/2024 14:46:48,ศศิธร พัฒนวานิชย์,3,ekachai@ku.th,student
b6410450010,8+8P14GwdV3erSCzSWj8CWBENmkewUbgnPsjbRy67cU=,ศุภกร วัฒนะชัย,6410450010,default-profile-image.png,มนุษยศาสตร์,ภาษาฝรั่งเศส,17/09/2024 15:48:16,ศศิธร พัฒนวานิชย์,4,suppakorn@ku.th,student
b6710450011,B1D0XQCBzVXk2N+GFVc9/1TEh0iKaXrDnssxRZm4AKw=,กานต์พิชชา พานิช,6710450011,default-profile-image.png,มนุษยศาสตร์,วรรรณคดี,18/08/2024 16:49:37,พรนภา พานิชวงศ์,1,karnpitcha@ku.th,student
b6610450011,omWjNXwnVrG5ozQcL3qV3QQu9m1w7/casg967LHEoSA=,ณัฐนิช วงศ์เจริญ,6610450011,default-profile-image.png,มนุษยศาสตร์,วรรรณคดี,19/09/2024 17:50:40,พรนภา พานิชวงศ์,2,natthanich@ku.th,student
b6510450011,QKa1+NzALNmX8KjBEDD2ojGICB1/dSVQZzlJLalRmlI=,วีรภัทร อมรชัย,6510450011,default-profile-image.png,มนุษยศาสตร์,วรรรณคดี,20/07/2024 18:18:01,พรนภา พานิชวงศ์,3,weerapat@ku.th,student
b6410450011,pPUzt31jD38mCc12cBjBJueYq7/COAyXvU4t61xU+Qk=,สุพรรษา จันทร์พร,6410450011,default-profile-image.png,มนุษยศาสตร์,วรรรณคดี,21/09/2024 20:52:47,พรนภา พานิชวงศ์,4,supansa@ku.th,student
b6710450012,Bkg3QKj1mNMl7BZ9YKIkrlmJpOOSoFYYUvvTBzvPtDA=,กิติศักดิ์ จันทร์งาม,6710450012,default-profile-image.png,มนุษยศาสตร์,วรรรณคดี,22/10/2024 09:53:46,พรนภา พานิชวงศ์,1,kittisak@ku.th,student
b6610450012,2n2C/oa2Ar3O7XlQv43HWcwpjcO6MqYejrN6XSxiGOE=,วลัยพร วงศ์ณรงค์,6610450012,default-profile-image.png,มนุษยศาสตร์,ดนตรีไทย,23/11/2024 10:55:02,ธนวัฒน์ รุ่งศิริ,2,walaiporn@ku.th,student
b6510450012,fdBnF6gGZd0Vmr8AsNCnG6/fLYz2Fx0gkv7dWQwuOOo=,ปุณณภา วงศ์กาญจน์,6510450012,default-profile-image.png,มนุษยศาสตร์,ดนตรีไทย,24/10/2024 11:56:14,ธนวัฒน์ รุ่งศิริ,3,punnapa@ku.th,student
b6410450012,ClQhZgM2qqyO9wFntj03hOGZKFyU6NJXPI0pAOaoJ2c=,ธีรภัทร์ รัตนพงษ์,6410450012,default-profile-image.png,มนุษยศาสตร์,ดนตรีไทย,25/10/2024 12:09:01,ธนวัฒน์ รุ่งศิริ,4,teeraphat@ku.th,student
b6710450013,ZpvF3RpOsoKULu0z1tD3lRc6F4J6mM6vCq2xEYDrbJg=,จิรพัฒน์ พงศ์สวัสดิ์,6710450013,default-profile-image.png,มนุษยศาสตร์,ดนตรีไทย,26/08/2024 13:09:40,ธนวัฒน์ รุ่งศิริ,1,jirapath@ku.th,student
b6610450013,vBvnnY7bvr/mlg5zOUJ6eP0NjD35B4yuREHUAXj8LnI=,กานดา วิจิตร,6610450013,default-profile-image.png,มนุษยศาสตร์,ดนตรีไทย,15/10/2024 14:58:39,ธนวัฒน์ รุ่งศิริ,2,kanda@ku.th,student
,3EY1wmE9Lxr8fi64NNysI7LZ6dpbdFJ9MKrsxsWzWZ8=,กาญจนา มะโนธรรม,6610450000,default-profile-image.png,วิทยาศาสตร์,วิทยาการคอมพิวเตอร์,20/11/2024 00:08:27,,0,kanjana@ku.th,student
